,Apple iPhone 8,Apple iPhone X,Apple iPhone XS,Apple iPhone 11,Apple iPhone 12,Apple iPhone 13
522,232.22000000000003,461.99,355.975,493.56800000000004,,
523,234.85500000000002,,358.9066666666667,516.9799999999999,,
524,232.275,461.49,361.895,507.78600000000006,,
525,236.8727272727273,,358.5733333333333,511.6466666666667,,
526,234.19285714285712,468.1175,,505.985,,
527,232.34,463.57,357.93,521.4875,,
528,232.34,454.99666666666667,358.86,526.9060000000001,,
529,235.07874999999999,464.99,359.86,506.495,,
530,232.27200000000002,,,512.1466666666666,,
531,232.4375,,354.6933333333333,502.39,,
532,233.0,460.0,,507.1940000000001,,
533,232.61,453.5,,505.99,,
534,234.86,446.7033333333334,371.74800000000005,499.9975,,
535,233.0,446.47749999999996,361.93,498.995,,
536,232.5,442.0,354.86,489.596,,
537,225.0,,,,,
538,222.495,444.6666666666667,,,,
539,230.33333333333334,,,,,
540,239.98333333333335,444.0,,,,
541,286.7735714285714,444.16333333333336,,486.22,,
542,260.28000000000003,440.49,363.42,,,
543,281.74076923076916,439.39,365.78999999999996,,,
544,264.9714285714286,438.4633333333333,364.57399999999996,,,
545,268.32399999999996,438.695,382.0233333333333,,,
546,267.3525,435.03833333333336,383.4414285714286,,,
547,267.95000000000005,430.34000000000003,374.92999999999995,484.0,,
548,257.98333333333335,427.6214285714286,374.7425,483.99,,
549,267.485,,375.9422222222222,483.84285714285716,,
550,270.0,428.85,373.96333333333337,477.8,,
551,269.5775,429.42,356.1325,478.8542857142857,,
552,274.69625,,363.58799999999997,480.33,,
553,284.23,428.495,365.72,481.49285714285713,,
554,269.95,427.495,369.81,481.4,,
555,273.74,427.495,368.495,481.995,,
556,272.698,425.0,368.0,478.9925,,
557,287.495,429.49,361.29,,,
558,274.3483333333333,429.29,359.722,467.97,,
559,282.81,425.0,370.31,467.95,,
560,297.42545454545456,418.246,371.81399999999996,462.3,,
561,319.384,412.24,373.74375,459.6333333333334,,
562,288.29999999999995,411.995,354.86,459.55199999999996,,
563,308.37,411.485,,458.30333333333334,,
564,296.9877777777778,409.98499999999996,348.055,454.06,,
565,282.38111111111107,409.84999999999997,349.86,457.875,,
566,270.79428571428565,408.0,,455.81666666666666,,
567,286.995,,,458.0,,
568,290.592,409.0,363.1033333333333,458.072,,
569,290.96166666666664,408.49,359.9757142857143,451.782,,
570,286.6191666666667,408.29,363.96750000000003,441.31666666666666,,
571,273.039375,,362.375,429.95,,
572,274.46444444444444,408.0,359.1766666666667,427.49857142857144,,
573,273.07700000000006,406.995,353.615,,,
574,270.0,,355.16,,,
575,281.6333333333333,404.245,357.19,,,
576,274.09625000000005,404.0,345.59999999999997,,,
577,278.57714285714286,404.64000000000004,354.8883333333333,435.33,,
578,277.56714285714287,,362.965,432.64833333333337,,
579,280.7191304347826,405.66,362.62000000000006,426.4222222222222,,
580,287.976,,,,,
581,287.95000000000005,405.475,359.99,414.96999999999997,,
582,279.82666666666665,400.0,354.95500000000004,416.0533333333333,,
583,257.99333333333334,405.495,353.78777777777776,422.95,,
584,256.5825,405.0,354.224,430.634,,
585,260.4242857142857,404.5,352.802,422.3,,
586,264.12,404.4166666666667,353.9466666666667,429.784,,
587,262.445,401.49,354.192,430.98333333333335,,
588,270.094,398.13000000000005,350.9144444444444,434.0,,
589,277.9820000000001,398.875,342.27076923076925,434.5133333333333,,
590,279.6558333333333,398.975,334.35374999999993,432.06666666666666,,
591,277.77777777777777,,331.8575,440.55,,
592,282.90142857142854,398.95,330.41833333333335,434.2475,,
593,280.0525,394.5566666666667,328.0883333333333,436.985,,
594,267.6466666666667,393.3575,323.0,438.0,,
595,266.985,393.99,334.95166666666665,440.975,,
596,274.99,393.29,329.1845454545455,,,
597,273.695,389.795,332.2057142857143,429.6466666666667,,
598,267.95500000000004,,329.99,430.6191666666666,,
599,273.8463636363636,394.3175,345.33,426.65333333333336,,
600,269.42187500000006,396.85833333333335,,419.89300000000003,,
601,259.745,395.68285714285713,,418.6433333333334,,
602,258.85,399.8333333333333,,419.8675,,
603,259.9916666666667,398.5,352.85999999999996,427.2833333333333,,
604,259.475,408.18,353.265,,,
605,266.66333333333336,400.525,352.67,419.125,,
606,267.485,402.725,352.45428571428573,421.39799999999997,,
607,272.2085714285714,402.70714285714286,352.655,414.2125,,
608,272.3607692307692,402.26800000000003,353.735,,,
609,267.90999999999997,398.14,353.816,414.98,,
610,267.90999999999997,,352.03999999999996,424.0,,
611,265.0,390.47,349.6433333333334,413.76599999999996,,
612,262.89833333333337,395.2425,,407.7833333333333,,
613,262.495,392.584,,415.5733333333333,,
614,263.6666666666667,394.25,340.0,,,
615,264.97,403.80833333333334,338.995,409.99,,
616,264.525,408.8966666666667,339.5,415.83000000000004,,
617,263.0566666666667,407.725,,406.4525,,
618,262.5,407.3183333333333,344.5,404.9625,,
619,270.0,400.798,345.6133333333333,402.945,,
620,269.995,405.794,345.6133333333333,400.99,,
621,276.975,407.99,345.0,401.99,,
622,279.32666666666665,408.33,348.5,402.0,,
623,271.08875,,,,,
624,274.4975,411.2125,346.0,399.99,,
625,271.592,407.48166666666674,,398.16499999999996,,
626,273.2866666666667,407.0,345.0,394.98,,
627,276.96500000000003,398.84857142857146,342.995,398.97,,
628,276.09857142857146,404.1225,344.96000000000004,397.31666666666666,,
629,274.59125,402.196,344.2307692307692,397.88,,
630,277.22777777777776,404.83,345.4975,399.8875,,
631,273.51000000000005,404.33,344.99,398.36,,
632,267.495,399.168,339.0175,,,
633,274.49,412.495,346.245,,,
634,276.33,402.7175,342.831,,,
635,271.698,406.77599999999995,339.69,,,
636,274.0514285714286,401.962,339.995,,,
637,274.3333333333333,403.23,340.49,,,
638,272.3990909090909,401.95,339.985,395.38,,
639,274.615,395.65000000000003,339.475,395.43,,
640,264.6466666666667,401.2742857142857,,,,
641,276.4875,400.6271428571429,338.6333333333334,,,
642,274.166,398.7457142857143,334.99,387.86,,
643,275.485,393.5,,409.19,,
644,274.21500000000003,389.75,334.49,387.86,,
645,269.5,397.745,331.99,386.86,,
646,270.4975,400.45,334.235,386.24666666666667,,
647,271.495,398.9085714285715,,402.675,,
648,269.9016666666667,387.70000000000005,341.30333333333334,419.13,,
649,268.99,381.45,340.745,377.86,,
650,268.6566666666667,372.475,340.18600000000004,383.63,,
651,264.595,378.15999999999997,338.981,,,
652,263.25142857142856,373.225,332.975,,,
653,265.4511111111111,376.8325,333.7275,,,
654,264.79,373.80625,331.4725,,,
655,263.24,366.8,334.99,,,
656,263.49,367.65545454545446,335.0,,,
657,267.0,362.70799999999997,336.985,,,
658,265.995,358.3,334.90125,388.92,,
659,265.995,363.0,329.0,,,
660,262.05333333333334,357.4875,325.1666666666667,,,
661,261.1,360.05833333333334,318.99,,,
662,267.0,356.9916666666666,,390.315,,
663,266.46333333333337,351.6466666666667,,,,
664,259.985,355.0,318.47333333333336,,,
665,266.0,352.67600000000004,317.89,,,
666,270.99,351.0,316.21571428571434,376.425,,
667,264.99666666666667,345.0,315.845,,,
668,264.49,340.3,315.85,377.86,,
669,265.0,341.0725,314.56666666666666,,,
670,273.0,339.0,313.475,403.54200000000003,,
671,270.995,336.0,309.36,397.73999999999995,,
672,247.49,,,376.99,,
673,239.3066666666667,327.475,314.14076923076925,398.93,,
674,262.495,329.53888888888895,305.9866666666667,419.95,,
675,258.995,320.0,308.0,415.72249999999997,,
676,244.4975,,299.97,,,
677,247.99666666666667,321.97,297.99,,,
678,245.0,321.07500000000005,,,,
679,247.0,320.64,,,,
680,242.5,310.09000000000003,297.80333333333334,398.96,,
681,245.0,316.775,293.4985714285714,420.0,,
682,246.0,320.75,292.2,417.99,,
683,248.0,319.53000000000003,291.148,418.31666666666666,,
684,248.5,322.0,293.18600000000004,413.0,,
685,248.99,312.30285714285714,296.6641666666667,,,
686,248.835,313.7966666666667,291.75,,,
687,248.245,308.7575,290.76142857142855,414.9975,,
688,248.495,303.475,285.925,418.9975,,
689,246.99666666666667,305.275,279.94818181818187,,,
690,248.32666666666668,301.198,259.40999999999997,413.196,,
691,247.0,299.9533333333333,277.472,415.495,,
692,245.88,302.2866666666667,277.68875,407.2333333333333,,
693,247.058,305.93,290.52866666666665,415.2025,,
694,252.4,305.75,286.2683333333334,414.6566666666667,,
695,241.08,300.8442857142858,284.01692307692304,398.96,,
696,239.5,299.719,284.26625,382.86,,
697,248.83,301.545,284.41499999999996,,,
698,251.02,299.8666666666667,280.6566666666667,,,
699,250.805,,283.96500000000003,394.345,,
700,247.08,293.745,282.79,395.43,,
701,245.49333333333334,295.5,280.81875,,,
702,249.73000000000002,294.1666666666667,278.41999999999996,401.3533333333333,,
703,249.0,294.5,274.99,,,
704,253.98000000000002,299.43454545454546,,,,
705,256.5,295.0,277.71000000000004,404.36999999999995,,
706,251.224,298.0,277.27250000000004,399.61400000000003,,
707,252.24625,294.5,276.46000000000004,391.1000000000001,,
708,249.64000000000001,294.72727272727275,272.665,377.86,,
709,247.33333333333334,289.75,273.52,,,
710,246.596,291.165,273.8425,402.80999999999995,,
711,252.7475,291.8154545454545,273.1775,,,
712,257.64500000000004,296.44363636363636,274.4755555555555,387.06,,
713,246.49,298.495,273.492,377.86,,
714,248.28142857142856,298.4225,274.3,,,
715,242.79666666666665,302.1477777777778,273.9485714285714,372.86,,
716,240.39249999999998,302.275,274.99,,,
717,250.675,298.2128571428571,276.95,383.90999999999997,,
718,238.36,304.0,274.95,,,
719,250.66333333333336,305.7,275.66400000000004,,,
720,238.97,298.59000000000003,271.91499999999996,398.0,,
721,236.592,297.0,266.77750000000003,372.86,,
722,232.495,301.8625,268.005,392.93666666666667,,
723,230.17600000000002,298.05625,267.6575,391.534,,
724,233.64666666666665,294.75,264.16999999999996,,,
725,243.82500000000002,299.625,267.56199999999995,408.2966666666667,,
726,236.78000000000003,304.99,267.8,397.995,,
727,242.596,374.98,264.39,406.99,,
728,241.916,356.3545454545455,264.62,394.96400000000006,,
729,243.7688888888889,354.04499999999996,262.84000000000003,407.6466666666667,,
730,245.4975,355.37600000000003,262.43,408.47,,
731,246.49,344.15,,,,
732,241.66666666666666,341.5285714285714,261.90500000000003,,,
733,244.745,340.95,261.95,407.995,,
734,245.99333333333334,340.46000000000004,261.1,406.99333333333334,,
735,247.796,337.95,257.945,407.6133333333334,,
736,248.59000000000003,333.76000000000005,,406.986,,
737,243.348,336.565,,401.495,,
738,244.0,332.7125,,396.2425,,
739,243.68,324.975,,401.66,,
740,245.844,,257.84000000000003,393.3333333333333,,
741,248.38125000000002,,256.98833333333334,387.465,,
742,245.0,326.6928571428571,,386.4575,,
743,245.456,328.0,250.855,388.37800000000004,,
744,243.95,327.95,250.93400000000003,388.9633333333333,,
745,243.975,312.0,251.385,387.99333333333334,,
746,244.7475,,257.04,377.86,,
747,243.5,,252.86,385.5833333333333,,
748,244.504,,251.895,395.62499999999994,,
749,245.488,331.45,249.95,387.855,,
750,246.86,322.94,249.89,,,
751,248.98000000000002,324.35800000000006,,,,
752,248.98000000000002,,247.73999999999995,,,
753,267.96,323.4866666666667,248.425,405.805,,
754,248.97333333333336,324.49,251.93,387.15999999999997,,
755,243.27,,249.9466666666667,380.24,,
756,246.4,331.475,250.885,,,
757,242.35999999999999,337.40333333333336,251.43,,,
758,245.56199999999998,332.6333333333333,,377.43,,
759,253.64285714285714,342.43555555555554,249.27,376.0,,
760,253.98666666666665,338.92833333333334,250.405,,,
761,247.13111111111115,327.735,249.055,376.8825,,
762,248.21333333333334,324.95,247.76,377.86,,
763,246.49285714285716,,246.76250000000002,,,
764,257.87333333333333,329.99,243.86,378.93,,
765,252.32000000000002,338.01714285714286,,375.55,,
766,254.144,343.42125,,378.93,,
767,252.166,337.598,246.60500000000002,,,
768,248.58800000000002,331.475,,376.86,,
769,245.84,326.63,,383.375,,
770,242.98666666666668,324.78999999999996,,377.86,,
771,233.99333333333334,325.58,238.86,380.025,,
772,236.99666666666667,324.475,238.86,,,
773,239.4875,320.27000000000004,248.17,377.86,,
774,237.0,321.771,242.55333333333337,379.485,,
775,236.0,,234.28333333333333,403.57333333333327,,
776,235.495,317.22,232.0225,376.86,,
777,234.475,314.99,233.41666666666666,376.76,,
778,231.63,313.3566666666666,237.90600000000003,379.83500000000004,,
779,231.475,311.6075,,388.36,,
780,232.74,310.97,226.43,368.86,,
781,236.11,,252.475,369.86,,
782,235.942,,244.96666666666667,,,
783,237.18888888888887,,229.0,396.17,,
784,238.30599999999998,,,365.1933333333333,,
785,235.61,316.63000000000005,,,,
786,233.97,322.21,228.93,,,
787,231.65,321.478,,,,
788,228.4716666666667,324.72,,,,
789,224.435,,,,,
790,223.57,323.81333333333333,,,,
791,223.75,330.2316666666667,236.56,,,
792,223.24,328.4075,,369.865,,
793,221.156,338.1271428571428,242.38333333333333,,,
794,222.005,329.40000000000003,,360.92,,
795,222.792,326.98333333333335,233.01,,,
796,223.225,331.0,235.0,,,
797,222.73333333333335,329.975,239.54999999999998,387.725,,
798,220.77999999999997,328.29333333333335,245.20333333333335,,,
799,223.2,331.28499999999997,244.48250000000002,390.2366666666667,,
800,223.29,325.3875,249.995,386.89750000000004,,
801,221.91666666666666,329.12,243.79,379.7125,,
802,220.99,320.2975,249.47000000000003,374.26,,
803,217.89600000000002,321.41333333333336,256.374,356.86,,
804,213.535,321.97,254.7425,391.7483333333334,,
805,211.07999999999998,324.64833333333337,264.8666666666666,356.86,,
806,209.55599999999998,325.9666666666667,260.494,,,
807,209.35750000000002,332.97,263.75166666666667,355.93,,
808,207.70666666666668,349.95,250.78333333333333,358.4066666666667,,
809,201.65333333333334,335.0,252.65333333333334,370.905,,
810,203.31857142857143,338.42,261.97,355.95,,
811,198.93000000000004,356.586,262.70250000000004,,,
812,196.65,357.75,263.78833333333336,,,
813,193.8542857142857,359.0,259.99,,,
814,189.5677777777778,425.98333333333335,263.72200000000004,355.93,,
815,187.66333333333333,394.735,268.334,,,
816,182.0,387.588,269.495,,,
817,181.99,372.3,,,,
818,181.97,359.0,267.2425,,,
819,185.9975,343.2966666666667,267.8228571428571,,,
820,185.4828571428571,344.66333333333336,265.65833333333336,,,
821,187.43571428571428,349.66333333333336,267.90333333333336,355.9533333333334,,
822,182.125,372.98,257.20666666666665,356.86,,
823,181.85142857142858,350.295,,,,
824,181.99,359.594,275.338,,,
825,180.92000000000002,357.1257142857143,264.85,356.43,,
826,178.9975,358.5,258.99857142857144,360.9,,
827,179.31099999999998,366.0,252.11800000000002,356.76,,
828,183.31400000000002,352.495,,348.204,,
829,179.9185714285714,347.9875,251.09666666666666,356.3,,
830,179.985,339.91499999999996,260.44500000000005,343.86,,
831,181.0,337.515,264.7033333333334,,,
832,183.77666666666667,343.98333333333335,262.61,,,
833,179.892,338.99333333333334,264.80875,,,
834,178.8709090909091,333.225,264.49333333333334,337.9533333333333,,
835,181.58571428571432,329.94,258.71000000000004,346.455,,
836,180.54857142857142,332.225,246.93,,,
837,180.1285714285714,329.95,261.33,,,
838,179.0,332.9633333333333,256.955,341.925,,
839,179.98333333333335,331.11899999999997,265.92333333333335,,,
840,179.74333333333334,327.99,265.225,344.49,,
841,178.16333333333333,329.0,262.94,,,
842,178.198,323.33,262.31333333333333,,,
843,178.35399999999998,321.44666666666666,264.95,,,
844,178.75,323.3833333333334,263.975,,,
845,177.16666666666666,,251.5966666666667,,,
846,176.95,,238.485,,,
847,177.496,,230.49,,,
848,173.5,,241.908,,,
849,174.42666666666665,323.975,244.734,,,
850,172.996,,251.73000000000002,,,
851,175.3525,321.99,262.94,,,
852,175.88714285714286,321.9666666666667,252.25500000000002,,,
853,176.51384615384615,321.6666666666667,262.0314285714286,,,
854,175.77428571428572,325.65000000000003,260.09749999999997,,,
855,174.0566666666667,329.99,260.66,,,
856,174.68555555555557,329.4533333333333,261.1033333333333,,,
857,176.25333333333333,344.57624999999996,261.62,,,
858,175.97714285714287,350.7175,255.96666666666667,,,
859,174.89,349.86400000000003,254.59,,,
860,175.2125,347.0,253.4766666666667,,,
861,175.4766666666667,362.84000000000003,258.6025,,,
862,175.1,352.0233333333333,255.30333333333337,,,
863,179.158,360.995,259.0,,,
864,178.69545454545457,345.24333333333334,258.32666666666665,,,
865,180.94833333333335,334.8725,241.61666666666667,,,
866,180.064,329.99,250.87,,,
867,181.02333333333334,329.495,250.56,,,
868,182.7966666666667,343.90500000000003,,,,
869,180.94,331.3,249.95999999999998,,,
870,183.45,332.975,256.42600000000004,,,
871,181.92,336.96500000000003,256.2742857142857,,,
872,180.56777777777776,337.31857142857143,256.02799999999996,,,
873,174.7118181818182,336.0,251.32333333333335,,,
874,176.02666666666667,335.495,250.17,,,
875,175.3922222222222,338.95,248.17200000000003,,,
876,175.25666666666666,336.3233333333333,,,,
877,171.20857142857145,336.0,,,,
878,171.245,334.98,248.65333333333334,,,
879,171.19400000000002,332.97,245.88,,,
880,173.82666666666668,335.95,241.52200000000002,,,
881,173.65666666666667,334.99,239.54153846153847,,,
882,176.95,333.65000000000003,242.85999999999999,,,
883,176.0,330.9,244.798,,,
884,175.80166666666665,,245.0,,,
885,176.158,,242.98000000000002,,,
886,176.475,332.0,241.97200000000004,,,
887,177.31,,241.965,,,
888,177.3325,333.63000000000005,245.392,,,
889,178.6925,,245.1,,,
890,187.3685714285714,332.6666666666667,241.65666666666667,,,
891,188.9057142857143,334.0,238.98,,,
892,184.62833333333333,332.5,239.23000000000002,,,
893,181.42875,332.6466666666667,239.22,,,
894,175.58857142857144,333.7375,236.3625,,,
895,171.0,332.6166666666666,,,,
896,179.198,,,,,
897,180.33,332.0,241.696,,,
898,182.5,,240.125,,,
899,179.80181818181816,337.6466666666667,,,,
900,180.46,335.168,241.66333333333333,,,
901,182.625,,237.5,,,
902,182.47166666666666,336.38,235.34625,,,
903,177.43166666666664,,230.3577777777778,,,
904,175.0,,233.79777777777775,,,
905,174.8857142857143,334.6333333333334,233.80999999999997,,,
906,179.97500000000002,,234.36124999999998,,,
907,182.245,335.2,231.45111111111112,,,
908,183.388,339.99,227.48200000000003,,,
909,184.905,332.03,228.32800000000003,,,
910,185.33333333333334,,244.29500000000002,,,
911,191.54874999999998,,247.0,,,
912,193.10555555555555,,246.4975,,,
913,188.91166666666666,,246.99,,,
914,199.0,,247.995,,,
915,196.0,340.60999999999996,248.99666666666667,,,
916,192.53666666666666,,238.64714285714285,,,
917,194.87900000000002,,232.96899999999997,,,
918,192.418,334.96666666666664,225.57999999999998,,,
919,190.975,,240.51749999999998,,,
920,197.584,338.9566666666667,238.16666666666663,,,
921,199.768,340.92,235.98625,,,
922,199.0,337.05799999999994,246.452,,,
923,240.04000000000002,333.549,247.51142857142858,,,
924,193.4625,338.18,246.85125,,,
925,197.46625,333.96000000000004,244.51799999999997,,,
926,193.46999999999997,333.28,244.93,,,
927,194.55,336.1975,244.98,,,
928,195.17500000000004,,244.99,,,
929,193.96,328.625,248.45,,,
930,194.4575,329.18833333333333,241.57399999999998,,,
931,194.65571428571428,333.845,241.04333333333332,,,
932,190.5,330.47,224.0,,,
933,192.83333333333334,330.47,238.65142857142857,,,
934,193.98000000000002,,246.20999999999998,,,
935,192.495,327.0,244.31333333333336,,,
936,195.61833333333334,,242.33,,,
937,192.65692307692308,330.98333333333335,238.738,,,
938,192.18625,331.75,231.98714285714283,,,
939,194.97833333333332,331.975,240.16666666666666,,,
940,195.475,331.71250000000003,238.708,,,
941,195.6933333333333,327.384,,,,
942,204.735,332.95,238.625,,,
943,201.21222222222224,,241.96,,,
944,192.93399999999997,327.38,235.92000000000002,,,
945,189.22333333333336,331.905,236.3033333333333,,,
946,191.022,327.50428571428574,234.95,,,
947,189.0,327.4525,234.62333333333333,,,
948,189.5325,331.02250000000004,234.46499999999997,,,
949,196.76,330.45000000000005,234.6875,,,
950,191.5375,331.75,236.465,,,
951,190.568,333.0,229.92000000000002,,,
952,192.54666666666665,331.5775,229.21571428571428,,,
953,191.44,329.19000000000005,229.53375,,,
954,191.92142857142858,326.36,228.06166666666664,,,
955,192.5,325.93666666666667,227.2933333333333,,,
956,191.988,326.96333333333337,227.04500000000002,,,
957,190.705,,226.973,,,
958,187.5,327.95,224.00333333333333,,,
959,191.485,325.475,227.20749999999998,,,
960,190.07666666666668,327.0,228.09833333333336,,,
961,190.272,326.18,227.97333333333336,,,
962,188.04000000000002,324.825,228.744,,,
963,190.0,323.08222222222224,238.99,,,
964,189.16750000000002,324.0,,,,
965,189.475,323.82666666666665,,,,
966,186.95749999999998,324.27,,,,
967,186.95,323.31666666666666,,,,
968,187.0,322.18600000000004,,,,
969,188.975,323.95,,,,
970,187.61666666666667,,,,,
971,186.70666666666668,323.93,,,,
972,184.425,324.23333333333335,,,,
973,185.92000000000002,323.95,,,,
974,189.0,320.03428571428566,,,,
975,186.07500000000002,317.95,,,,
976,186.93200000000002,,,,,
977,184.24,,,,,
978,188.38400000000001,,,,,
979,188.995,315.0,,,,
980,189.37,316.975,,,,
981,190.38600000000002,316.475,,,,
982,190.81222222222223,,,,,
983,189.5,316.475,,,,
984,189.398,,,,,
985,190.985,,,,,
986,187.16,,,,,
987,187.0,316.0,,,,
988,186.94,,,,,
989,186.845,313.32666666666665,,,,
990,186.995,311.90000000000003,,,,
991,186.995,311.70833333333337,,,,
992,186.745,311.69555555555553,,,,
993,184.5,311.01625,,,,
994,186.32333333333335,306.32666666666665,,,,
995,187.0,304.0,,,,
996,194.14833333333334,,,,,
997,190.99857142857144,303.435,,,,
998,192.4775,302.87,,,,
999,187.0,302.94,,,,
1000,189.99,301.845,,,,
1001,197.388,301.85,,,,
1002,195.1866666666667,301.9325,,,,
1003,191.98,301.95,,,,
1004,182.695,299.93,,,,
1005,199.9766666666667,296.61999999999995,,,,
1006,199.495,301.31666666666666,,,,
1007,194.99,300.1875,,,,
1008,198.19714285714286,292.97333333333336,,,,
1009,203.48000000000002,298.30833333333334,,,,
1010,199.99,294.994,,,,
1011,207.96333333333334,295.0,,,,
1012,219.77,,,,,
1013,199.99,291.995,,,,
1014,198.945,289.66,,,,
1015,204.495,287.32666666666665,,,,
1016,218.0,285.495,,,,
1017,217.882,285.31333333333333,,,,
1018,216.245,,,,,
1019,215.235,284.75,,,,
1020,210.99,284.5,,,,
1021,219.86,281.11,,,,
1022,213.086,275.6666666666667,,,,
1023,214.99,277.3333333333333,,,,
1024,218.485,276.98,,,,
1025,215.99,278.5388888888889,,,,
1026,219.15333333333334,278.8414285714286,,,,
1027,210.38199999999998,274.7114285714286,,,,
1028,210.0,265.43199999999996,,,,
1029,208.0,253.93400000000003,,,,
1030,193.97,251.908,,,,
1031,201.16200000000003,,,,,
1032,196.65166666666667,,,,,
1033,200.18800000000002,,,,,
1034,196.38400000000001,,,,,
1035,198.95,247.66666666666666,,,,
1036,192.72333333333333,247.30384615384614,,,,
1037,195.995,246.5,,,,
1038,187.78500000000003,248.0,,,,
1039,192.62625000000003,246.7244444444445,,,,
1040,190.95000000000002,248.14285714285714,,,,
1041,187.98000000000002,264.0,,,,
1042,189.63600000000002,254.78199999999998,,,,
1043,192.06000000000003,,,,,
1044,192.66333333333333,252.66666666666666,,,,
1045,193.8,250.78199999999998,,,,
1046,191.91833333333332,248.9888888888889,,,,
1047,188.0,245.69857142857146,,,,
1048,187.996,245.57090909090905,,,,
1049,183.85272727272726,245.95,,,,
1050,190.92166666666665,246.4216666666667,,,,
1051,192.1533333333333,245.98333333333335,,,,
1052,196.245,246.516,,,,
1053,193.69375,246.055,,,,
1054,195.512,248.72500000000002,,,,
1055,195.37285714285713,244.3166666666667,,,,
1056,194.9466666666667,244.95,,,,
1057,193.74421052631578,245.61666666666665,,,,
1058,197.46300000000002,244.762,,,,
1059,195.498,247.0442857142857,,,,
1060,197.204,243.75000000000006,,,,
1061,196.10666666666665,240.5,,,,
1062,195.23,244.0,,,,
1063,197.93,241.0,,,,
1064,193.38222222222223,,,,,
1065,194.14666666666668,245.76333333333332,,,,
1066,192.64,,,,,
1067,188.99,243.395,,,,
1068,191.59857142857143,244.06000000000003,,,,
1069,190.0318181818182,243.86,,,,
1070,193.82083333333335,241.95333333333335,,,,
1071,191.49,,,,,
1072,189.0625,235.67499999999998,,,,
1073,191.41666666666666,,,,,
1074,191.0666666666667,235.86,,,,
1075,193.98333333333335,235.93,,,,
1076,193.0,237.905,,,,
1077,192.995,233.4275,,,,
1078,190.99666666666667,,,,,
1079,189.47,231.425,,,,
1080,188.33,,,,,
1081,189.69857142857146,,,,,
1082,189.0,,,,,
1083,188.98666666666668,,,,,
1084,189.905,,,,,
1085,189.818,,,,,
1086,192.51100000000002,,,,,
1087,192.5964705882353,,,,,
1088,193.79714285714292,233.13,,,,
1089,197.235,230.06000000000003,,,,
1090,197.36083333333332,226.28500000000003,,,,
1091,196.51999999999998,,,,,
1092,198.06411764705877,226.425,,,,
1093,191.37849999999997,,,,,
1094,185.06,217.86,,,,
1095,189.20142857142858,,,,,
1096,193.51727272727277,222.99,,,,
1097,202.98,,,,,
1098,205.82411764705884,214.99,,,,
1099,207.98,221.085,,,,
1100,198.4227272727273,,,,,
1101,199.7425,225.3075,,,,
1102,192.465,,,,,
1103,205.48333333333335,,,,,
1104,213.795,,,,,
1105,219.48444444444445,225.425,,,,
1106,224.50857142857146,,,,,
1107,228.431875,,,,,
1108,226.86599999999999,,,,,
1109,219.99,219.92200000000003,,,,
1110,222.73250000000002,,,,,
1111,209.47,224.55,,,,
1112,204.02,212.86,,,,
1113,198.921,,,,,
1114,215.40600000000003,,,,,
1115,205.475,,,,,
1116,202.3033333333333,,,,,
1117,220.0257142857143,,,,,
1118,191.53,216.065,,,,
1119,203.535,229.0,,,,
1120,201.64812500000005,229.99,,,,
1121,195.96666666666667,218.57000000000002,,,,
1122,197.975,,,,,
1123,199.48,220.93,,,,
1124,197.975,,,,,
1125,193.82666666666668,,,,,
1126,187.7425,,,,,
1127,189.78333333333333,,,,,
1128,191.2225,,,,,
1129,184.31,216.75,,,,
1130,185.0,220.855,,,,
1131,182.495,222.52,,,,
1132,193.04333333333332,,,,,
1133,194.41333333333333,226.44,,,,
1134,187.55,,,,,
1135,189.6833333333333,,,,,
1136,181.66,,,,,
1137,188.39666666666668,225.0,,,,
1138,185.53750000000002,234.725,,,,
1139,184.35,234.29999999999998,,,,
1140,190.98333333333335,236.69,,,,
1141,181.995,233.41250000000002,,,,
1142,188.3625,,,,,
1143,179.995,,,,,
1144,179.995,231.95,,,,
1145,184.0,233.2833333333333,,,,
1146,185.93,236.97000000000003,,,,
1147,179.995,245.07999999999998,,,,
1148,180.994,240.62666666666667,,,,
1149,184.735,240.2833333333333,,,,
1150,182.98200000000003,,,,,
1151,182.35,236.99,,,,
1152,179.46000000000004,237.51272727272726,,,,
1153,181.61833333333337,237.57000000000002,,,,
1154,181.865,242.975,,,,
1155,183.47,241.495,,,,
1156,183.24833333333333,241.495,,,,
1157,181.536,,,,,
1158,178.98,239.995,,,,
1159,176.32333333333335,245.0,,,,
1160,178.01,252.495,,,,
1161,176.0,251.76,,,,
1162,174.996,249.985,,,,
1163,173.998,248.56285714285715,,,,
1164,173.225,246.495,,,,
1165,171.674,245.7,,,,
1166,173.0,240.9975,,,,
1167,171.98000000000002,233.894,,,,
1168,172.5,237.59,,,,
1169,170.0,236.59,,,,
1170,169.995,236.25666666666666,,,,
1171,172.7942857142857,232.30200000000005,,,,
1172,176.97,232.94,,,,
1173,173.49,,,,,
1174,173.5,232.95,,,,
1175,173.66666666666666,232.90666666666667,,,,
1176,172.985,,,,,
1177,173.9766666666667,232.79500000000002,,,,
1178,172.14600000000002,232.9125,,,,
1179,169.62666666666667,231.25,,,,
1180,168.59666666666666,232.95,,,,
1181,168.5,231.42000000000002,,,,
1182,168.50285714285715,,,,,
1183,166.66333333333333,231.42000000000002,,,,
1184,166.786,229.71750000000003,,,,
