,Day,iPhone 8,iPhone X,iPhone XS,iPhone 11,iPhone 12,iPhone 13
76,76.0,609.0,679.99,530.4266666666667,686.99,782.8973314914109,780.9900000000001
77,77.0,602.9933333333333,689.5114096868771,529.0,688.3166666666666,799.99,779.49
78,78.0,651.598,824.8580716700818,542.0842857142858,688.98,824.1827038291249,786.2728571428571
79,79.0,609.0,679.0,531.985,689.99,774.6213372126856,792.49
80,80.0,681.4766666666666,780.5156099636655,534.6533333333333,689.1251552756635,789.6466666666666,789.0
81,81.0,711.4583333333334,717.281407541686,532.9458174899177,688.5589250360596,780.0322446918595,766.9956206274397
82,82.0,614.495,694.8281272232886,537.2676795423141,688.887594579022,774.99,788.671188324533
83,83.0,649.6633333333333,831.9953095557341,525.7959999999999,689.9739999999999,789.97,786.3299999999999
84,84.0,799.88,784.7904259044193,780.6386173176064,689.9699999999999,782.47,780.8385714285714
85,85.0,719.935,679.99,530.8858625770073,688.8771324605127,789.95,774.495
86,86.0,699.77,754.4636795673496,530.6511155520653,688.27,789.22,758.7375
87,87.0,654.385,832.8727486334668,533.1188091608246,689.46,765.4849999999999,770.0
88,88.0,699.77,766.7881988564882,531.4411661131346,688.9056241213713,755.77,764.9449999999999
89,89.0,699.77,768.7469214809065,529.98,688.8558100564932,749.88,764.0
90,90.0,609.0,676.1816867554204,523.995,689.9699999999999,744.99,769.3636314613098
91,91.0,642.92,791.061391379363,543.3798048310667,689.2966666666667,747.38,760.9966666666666
92,92.0,619.95,676.4842036728478,525.985,689.1479999999999,749.77,762.0
93,93.0,614.475,679.0561229062691,546.4058352097708,688.95,749.2566666666667,761.49
94,94.0,619.0,683.02491221809,550.6168510106946,689.8103250589787,756.2033807662359,741.9925
95,95.0,610.95,693.0135348519763,559.9675,689.9849999999999,769.425899747839,723.5
96,96.0,614.975,679.99,572.37,689.98,752.7976386025542,749.6279949818761
97,97.0,614.0,670.0,532.2133333333334,689.7733072066878,755.2240855090787,734.47
98,98.0,579.99,684.7911549876295,531.8333333333334,688.97,765.757370819219,738.9496746220361
99,99.0,549.99,684.0125314733509,532.2666666666667,690.9716666666667,764.5813276546763,734.95
100,100.0,559.99,679.6106206680591,531.995,769.99,759.99,729.9500000000002
101,101.0,562.2149999999999,696.2458323599135,521.8966666666668,789.9900000000001,765.3107811841534,722.98
102,102.0,579.896,689.0,519.7225224362174,793.9978947368421,764.8060301686774,723.7425000000001
103,103.0,582.46,689.66,518.855,792.9748317621114,767.4071279082559,719.98
104,104.0,573.665,666.2666666666668,536.48,761.41,771.9626721712649,714.9500000000002
105,105.0,569.9549999999999,696.2026718416009,520.69,794.9928571428571,749.0,709.9900000000001
106,106.0,572.435,696.4575903442662,521.1975,788.7449999999999,760.5729550682462,717.2461390684714
107,107.0,569.5325,714.475,517.6233333333333,811.1366666666668,799.95,706.97
108,108.0,569.84,706.2833333333334,520.2275,826.3166666666666,787.9769292358887,704.4842857142858
109,109.0,580.0,700.9087920921291,516.925,835.4144444444444,766.6300000000001,703.4750000000001
110,110.0,571.271111111111,706.3133333333334,516.925,838.7212499999999,797.495,700.9800000000001
111,111.0,566.5699999999999,723.2666666666668,517.22,829.9,798.3266666666667,695.3633333333333
112,112.0,564.99,712.6916094575042,513.98,815.7880000000001,844.99,691.6566666666668
113,113.0,565.1566666666666,714.925,517.9078029234689,797.49,801.3625223542617,689.3100000000001
114,114.0,557.665,714.925,517.894,818.9914285714285,821.773646782436,688.65
115,115.0,539.8083333333334,688.0,517.0,827.2057142857141,787.3814815008335,691.9750000000001
116,116.0,545.0,814.0233333333333,508.495,836.6483333333332,784.6074474128027,688.215
117,117.0,534.99,713.4519566662282,505.896,819.8655555555555,749.99,692.9926265705044
118,118.0,534.5566666666667,688.3133333333334,498.6275,826.6944965340214,772.757278933138,691.7560000000001
119,119.0,534.8366666666666,701.6466666666666,496.6425,836.2568749999998,774.5466070480289,694.485
120,120.0,527.35,778.99,495.4766666666666,815.9859999999999,773.0728853345049,695.9900000000001
121,121.0,522.495,769.2225000000001,489.8728571428571,828.9875,769.99,700.9825000000001
122,122.0,539.0,785.9166666666666,483.58428571428567,746.99,759.99,706.2625
123,123.0,524.3812499999999,799.77,478.99,744.1659999999999,749.99,699.0
124,124.0,519.9433333333334,799.77,478.9966666666666,746.8492307692309,746.4190789266873,728.9766666666668
125,125.0,521.21,798.1375734590837,476.10124621625454,747.8088235294117,744.99,727.8050000000001
126,126.0,530.4916666666667,699.0,478.98,775.1638345020834,750.4275114877923,768.99
127,127.0,519.95,779.385,478.7033333333333,744.9625,750.3712036407132,750.98
128,128.0,519.9100000000001,794.9339491964865,471.392,740.037,748.7801823504952,726.3
129,129.0,519.86,796.0689561881373,464.99,738.1300000000001,750.1100285714963,717.6500000000001
130,130.0,556.995,794.605621235907,464.65,741.6116666666667,743.3103711316819,682.49
131,131.0,543.6,760.7617433488667,459.925,736.9341666666668,730.3190310006847,689.95
132,132.0,519.8966666666666,789.0,459.82857531755195,729.1566666666668,724.66,679.1566666666666
133,133.0,519.9466666666667,768.6144883495358,462.475,729.5450714910605,724.0,662.6433333333333
134,134.0,519.0,767.958553271859,462.54,729.495,719.99,662.7425000000001
135,135.0,518.94,778.1998284069551,460.17500000000007,730.8081818181818,720.8813254287785,681.495
136,136.0,518.8100000000001,799.0,456.975,731.684,718.0,683.182
137,137.0,517.7478571428571,736.3266666666667,454.495,729.9749999999999,712.4583098378181,669.926
138,138.0,514.1921052631579,689.0,458.1,739.1483333333332,709.6470800391858,686.9775
139,139.0,499.99,683.598,455.43554431936667,738.32,697.4129361315015,686.5
140,140.0,499.9666666666667,675.0,455.1875,734.9237499999999,709.495,665.0450000000001
141,141.0,498.3592307692307,673.3066666666667,451.7533333333333,731.120769230769,699.0,668.0725
142,142.0,493.43000000000006,664.0766666666668,449.98333333333335,731.305,682.33,673.195
143,143.0,492.9437500000001,661.97,447.62,735.9849999999999,679.9983333333333,673.5100000000001
144,144.0,492.0931999999999,660.7900000000001,455.96,737.4899999999999,672.0,677.46
145,145.0,491.2334615384615,658.05,446.392,732.1257142857143,677.6718365389207,666.105
146,146.0,490.30884615384616,650.6975,449.4271428571428,718.311111111111,666.8333333333334,666.7650000000001
147,147.0,489.55099999999993,656.0244064719076,451.1360000000001,719.1416666666665,661.0,652.482
148,148.0,488.5542857142856,655.6123452934859,463.176,715.6416666666665,657.5,672.385
149,149.0,487.526,668.5119599196407,459.995,713.1666666666666,655.1666666666666,638.62
150,150.0,484.8,678.5925000000001,456.5657142857143,716.95,651.0,608.97
151,151.0,484.925,672.5123813331204,460.41916666666657,714.168,655.1509933590249,626.3125
152,152.0,514.0,679.99,457.95,713.7522222222221,656.6666666666666,624.6500000000001
153,153.0,496.2,659.99,458.99799999999993,712.72,659.99,643.9275
154,154.0,551.2577777777777,646.4158110088783,462.12,710.7539999999999,654.9966666666667,630.2933333333334
155,155.0,519.74,654.3938171871843,462.3233333333333,707.47,651.6266666666667,639.8359999999999
156,156.0,504.18625,653.3059080220937,464.833,704.7940000000001,646.995,643.2483333333333
157,157.0,502.7983333333332,646.3123812141854,463.53270809430495,729.97,642.5,629.6985714285714
158,158.0,516.6,634.3066666666667,476.995,708.7362499999999,640.0,617.7874999999999
159,159.0,518.552,622.235,472.3933333333334,711.18,635.0,636.5566666666667
160,160.0,517.0,634.8116666666667,477.65333333333336,695.6114285714285,632.495,630.8359999999999
161,161.0,496.99,622.485,479.98,678.16,628.995,605.3928571428571
162,162.0,493.99,629.9869999999999,479.3833333333334,647.6566666666666,626.6433333333333,629.6166666666667
163,163.0,496.99,629.99,493.0987035034133,649.99,623.3775,643.32
164,164.0,512.5685714285713,618.79,497.6626861846859,659.99,622.8225,634.8083333333334
165,165.0,504.2249999999999,619.79,491.7699999999999,650.2066666666666,622.1697952531878,639.95
166,166.0,515.0,609.99,493.4463636363636,644.7425000000001,619.99,638.9002606072958
167,167.0,504.768,622.4799999999999,475.98333333333335,649.4925000000001,619.495,636.3974431511125
168,168.0,511.22375,632.48,489.7781250000001,656.4875,623.6732653736798,639.2099494111309
169,169.0,494.945,622.1342857142856,511.5940000000001,655.3499999999999,618.9100000000001,640.0187616142787
170,170.0,489.5933333333333,610.99,539.0,655.215,626.9718977811142,639.4789519129829
171,171.0,509.9725,622.132857142857,518.235,655.1744444444444,626.7804935849512,638.187967791422
172,172.0,494.945,606.6566666666666,512.4699999999999,674.99,619.99,628.4716762155209
173,173.0,503.3233333333333,623.99,509.3928571428572,673.7042857142857,629.99,629.0123161931485
174,174.0,489.9,638.74,489.884,677.8249999999999,633.995,623.1927521285103
175,175.0,493.29333333333335,659.99,568.99,681.49,626.6566666666666,636.616205757171
176,176.0,489.9,634.9766666666667,503.68000000000006,652.33,622.8096522143268,638.6774136475144
177,177.0,499.99,631.3233333333334,502.8833333333333,656.3779999999999,624.99,639.8438687256416
178,178.0,508.4496153846154,619.4899999999999,509.191,653.1780000000001,627.7692486179501,638.9072829535795
179,179.0,499.325,625.6566666666666,522.0319999999999,648.995,639.99,639.6447224151708
180,180.0,509.95,628.2627272727271,527.657142857143,642.1899999999999,628.9972403775794,639.4847643036223
181,181.0,498.7075,617.4899999999999,533.7433333333333,642.3389351818611,620.66,636.9379322060191
182,182.0,499.0,617.9860000000001,508.7835714285714,629.9879999999999,644.2966666666666,638.0437122043328
183,183.0,496.0,635.3333333333334,511.19,628.995,620.516,638.2136836115908
184,184.0,493.0,629.49,516.9975,627.49,620.5657142857143,638.3535661056021
185,185.0,479.0,622.7589009432252,516.3166666666667,628.7651179254094,619.0755555555555,636.787137438577
186,186.0,478.955,617.8100000000001,507.99,628.989127812582,629.808,630.3195398760328
187,187.0,478.1634615384615,617.8100000000001,504.51769927211916,629.3321632824717,637.8566666666667,625.7289250584148
188,188.0,476.15310344827583,620.97,503.245,628.995,632.3729508783769,637.655233936353
189,189.0,475.03,629.62,503.49,629.99,618.03420804536,637.6284725423667
190,190.0,474.72125000000005,646.935,499.875,635.7021338576916,637.4000000000001,626.550858891635
191,191.0,473.74458333333337,648.9766666666667,503.14,639.1566666666666,638.338,637.4928613962269
192,192.0,472.88,643.47,502.8866666666667,629.495,589.0925,637.6708052605472
193,193.0,472.98,643.1733494038085,502.928,632.2333444994483,608.9935694650807,625.3505122436288
194,194.0,472.66,654.98,491.32666666666665,628.99,579.96,637.5630300305747
195,195.0,472.97,653.982,492.91399999999993,629.0,588.4297645462327,637.3085968582636
196,196.0,472.865,663.9780000000001,498.59,633.9925000000001,613.4114886392263,637.389259820397
197,197.0,454.495,679.94,497.942,632.99,578.1479999999999,637.4687157124437
198,198.0,454.0,639.99,492.6979538024451,644.99,579.65,637.6587639885781
199,199.0,455.90363636363634,646.4459861807424,490.0,644.2018371642941,579.49,632.1328032990795
200,200.0,449.70142857142855,628.99,500.818,656.9899999999999,580.95,637.6072935749658
201,201.0,439.99,635.0137321812554,503.8625,655.192,584.5775731021151,625.2561233043929
202,202.0,439.7916666666667,639.49,512.88,664.9933333333333,592.485,626.3668222015812
203,203.0,437.9552631578947,641.1075,500.0575,675.99,594.99,625.7830956336425
204,204.0,428.9,649.9725000000001,490.1583333333333,704.99,607.372,614.3718416502743
205,205.0,428.5225,644.97,489.582,709.9900000000001,611.475,613.2510028857587
206,206.0,428.8,655.774,492.91,685.4925,578.0,624.6855847639422
207,207.0,424.965,637.99,489.66266278107446,704.792,579.43,632.1566243100852
208,208.0,424.9533333333333,628.99,476.5,707.2425000000001,588.14,620.0937355945172
209,209.0,426.1333333333334,680.3299114368716,489.4675,692.9780000000001,613.5,614.5041945339516
210,210.0,426.7466666666667,729.74,489.5,713.5,599.225,624.6190100555007
211,211.0,428.49,691.0005546876549,485.0,639.99,597.1333333333333,626.2386734316954
212,212.0,427.6233333333333,631.5766666666667,489.0,659.97,596.4833333333333,625.9682574526239
213,213.0,424.955,629.5174999999999,484.8368224668952,664.3628168089091,594.36,626.3551570434911
214,214.0,424.96,839.0,488.995,649.99,611.5643493024293,635.9764782144072
215,215.0,424.96,687.954,492.165,645.6566666666666,624.0799999999999,626.2499587878385
216,216.0,424.95,734.495,492.82,684.0,616.6969341425282,645.5023683034735
217,217.0,419.0,677.5696725012491,490.86786096227746,617.49,605.9175,627.0031427300883
218,218.0,423.3775,750.4402236397381,491.6040137934366,664.4686111227552,619.95,626.2473286690926
219,219.0,424.82,659.95,477.495,642.7330117989768,609.95,614.9958668783433
220,220.0,431.72333333333336,656.24,489.4290476190477,611.245,664.98,637.3182082309456
221,221.0,427.245,782.6633333333333,494.12875,622.49,649.33,651.2797727980609
222,222.0,425.91,701.784,494.608,623.994,628.4875,626.4041077519709
223,223.0,431.7675,782.6633333333333,503.8571428571428,624.49,619.0,651.2257203238192
224,224.0,431.6566666666666,659.99,504.95,619.74,636.76,626.663885377744
225,225.0,434.03600000000006,634.99,513.5,624.0285114014185,610.9695648287527,625.0658549781639
226,226.0,438.04,628.2265367927231,517.4449999999999,638.2746713244351,604.99,625.9475066743416
227,227.0,441.79,624.99,515.106,639.98,605.3850164497059,637.539634228856
228,228.0,441.49,634.9681684850389,564.9175,662.13,598.45,636.3947646337449
229,229.0,439.99,680.0761168424629,495.0,617.99,604.985,637.3163848658323
230,230.0,440.9766666666667,613.81,509.1055555555556,621.0157220513635,620.9128345545602,625.0825255576196
231,231.0,441.2757142857142,624.99,514.0,650.0,605.5381689900175,637.5314727715062
232,232.0,441.49,636.7083050392423,575.0,616.66,632.5033333333333,636.4425227950665
233,233.0,441.99,634.4268972046929,529.0,608.99,610.877133578494,637.5480694632233
234,234.0,432.48,628.1442451270913,520.0,611.7042802213646,610.2931889261146,625.1083493783997
235,235.0,439.11,625.73,523.1700000000001,569.4300000000001,618.1133333333333,637.4624377986539
236,236.0,439.99,633.778,497.3860000000001,591.2833333333333,633.5655555555555,637.3365520098474
237,237.0,439.98,624.7800379770393,504.2771428571429,606.99,628.99,637.3255979939773
238,238.0,432.465,639.8876316957189,494.49,609.99,602.98,637.3108251396588
239,239.0,439.985,676.630934252111,499.75666666666666,615.99,629.99,637.3079327333503
240,240.0,439.74,632.5139911551223,509.0,609.99,619.2645079449346,637.3907497486863
241,241.0,424.93,632.8115092552749,508.99,609.192,607.2366666666667,637.3554903746012
242,242.0,437.46,639.7645219157831,501.985,613.4933333333333,598.2475,637.3607825886888
243,243.0,424.9099999999999,650.0529340958116,503.3382200340531,610.99,602.6899999999999,635.9293083323763
244,244.0,449.0,651.0,501.995,612.3233333333334,597.47,637.4153010648671
245,245.0,439.99,650.0,481.5,604.3266666666667,594.95,637.3517890489026
246,246.0,424.93,649.7859179168026,473.42,599.97,594.8050000000001,637.2944050896319
247,247.0,420.85,645.485,470.0,582.495,593.6433333333333,637.3408647504751
248,248.0,412.9566666666667,645.485,472.5434127658006,595.1957142857143,589.762857142857,635.9323893700811
249,249.0,409.4166666666667,654.5,473.5689700324281,597.365,593.99,635.9318486962313
250,250.0,405.51,626.49,474.800260187765,595.6062908352918,585.4685404494002,626.199183339883
251,251.0,404.886,625.7014285714287,475.28,593.3733333333333,584.99,637.3612936887703
252,252.0,402.11,645.055,476.0,592.26125,584.97,637.3529793473331
253,253.0,400.1453333333333,645.12,472.1266666666667,605.092,584.98,626.2595311299664
254,254.0,401.50500000000005,643.8725000000001,471.0,596.495,582.918,637.3590849166662
255,255.0,400.7007692307692,635.0,469.99,598.985,583.5566666666667,637.3618719344564
256,256.0,399.11,607.495,469.6366666666667,601.6913878729775,583.99,624.5870749757934
257,257.0,399.75,597.74,467.99,607.6226751545274,593.5912221427227,624.8761225006132
258,258.0,398.2166666666667,608.6828571428572,458.62875,602.8994844244528,607.48,625.6135826248651
259,259.0,394.33,584.99,460.4283333333333,607.66,593.7,626.0785643408428
260,260.0,392.99,625.02,476.4066666666667,615.99,593.7,626.0998917529199
261,261.0,389.99,612.49,480.68375,607.944944635875,582.69,624.6026154652542
262,262.0,389.975,616.6533333333333,477.69166666666666,596.57,598.45,626.1615172130164
263,263.0,388.985,624.485,477.58818181818185,605.285,605.0,626.1275046321828
264,264.0,387.83,621.13,475.5972727272727,604.4663962564882,601.725,625.5849861629054
265,265.0,387.658,619.965,472.5716666666667,608.2889006581395,596.0139999999999,625.5929456120002
266,266.0,386.47,605.7525,473.0,607.0957219789667,615.9933333333333,625.5326228041073
267,267.0,384.13,601.235,473.475,620.1925761562509,601.48,625.5403310773629
268,268.0,380.29,601.2325000000001,469.0333333333333,620.7273221279916,607.9733333333334,625.5393101940454
269,269.0,380.26,588.6705887294365,463.245,627.4221114856538,662.7385714285714,625.6595201994822
270,270.0,380.0633333333333,599.4125473010158,468.26,616.995,595.2966666666666,625.9162559722515
271,271.0,379.475,584.99,465.50666666666666,616.49,588.725,625.9425500249183
272,272.0,378.93,599.97,462.9990242120066,612.99,582.49,626.4880971674796
273,273.0,378.95,599.96,462.475,619.99,584.6,625.9636404697133
274,274.0,378.93,597.2757664438844,462.3133333333333,617.8692053168007,585.7940000000001,614.8241090161083
275,275.0,378.9,599.9533333333333,461.65,624.99,599.465,625.929420133789
276,276.0,378.82,600.253480433182,462.9666666666667,619.995,603.274,625.889696109496
277,277.0,378.69000000000005,599.8440473896425,460.0,620.4633628891852,591.21,614.8117966203037
278,278.0,378.63,599.83,462.475,621.0641006951233,591.6575,621.7045656846556
279,279.0,378.56,599.7768749999999,467.0,619.3522783645548,589.9799999999999,621.7049610670706
280,280.0,378.55,599.9000000000001,464.95,618.577318314281,584.9133333333333,621.7102732222369
281,281.0,378.555,599.8566586549834,464.0,616.8549651670305,586.5360000000001,614.8219439430496
282,282.0,378.495,599.8566432529686,455.984,622.0121263714722,594.98,614.7985388913739
283,283.0,378.5,594.4144310386624,443.21,605.583133990647,587.475,614.788878163029
284,284.0,378.46,599.9125,438.99,612.66,582.6650000000001,626.0740679011791
285,285.0,377.93,594.10125,436.5,601.95,582.9283333333334,626.1123357151364
286,286.0,378.5,589.9372727272728,440.0,601.95,584.138,626.0820810682228
287,287.0,387.49,590.3642857142858,444.235,608.656594366696,590.6300000000001,623.5295866344763
288,288.0,389.99,592.9772535919411,441.525,610.0,587.3419999999999,626.0326169026627
289,289.0,386.6566666666667,592.445,435.0,611.9933333333333,579.0500000000001,626.0929701948396
290,290.0,384.2099999999999,588.665,452.6287500000001,612.99,581.3828571428571,625.9797711284926
291,291.0,381.5257142857143,588.3166666666667,460.78600000000006,629.995,580.3749999999999,624.8216816398458
292,292.0,379.97,592.7614278063851,453.0,644.99,580.3383333333334,625.7621172881696
293,293.0,379.955,594.4275437705215,439.975,612.2365951543574,579.9085714285713,614.7923705043252
294,294.0,375.27,599.95,445.51666666666665,621.5,579.8140000000001,625.9668519798595
295,295.0,364.99,599.945,446.8966666666667,637.495,577.764,625.8663916830176
296,296.0,364.815,594.9575,445.51246171187796,639.995,579.505,626.2837398790896
297,297.0,364.49,590.34875,444.495,636.66,576.95,625.8611540248704
298,298.0,364.99,579.6533333333333,445.8075,622.66,575.97,625.8947305911765
299,299.0,374.99,595.0708470066592,444.52,639.9925000000001,578.250756797747,625.0164497573485
300,300.0,369.99,569.99,456.735,609.99,575.2966666666667,624.8685178635822
301,301.0,369.99,561.5676567596547,455.397840223977,614.99,576.62,626.4423231903565
302,302.0,369.99,526.4275443788853,459.83,599.99,572.475,624.8445844588026
303,303.0,369.99,539.98,459.995,619.99,572.102196335777,625.1088600251861
304,304.0,372.44,526.6453495306731,441.0375,624.6633333333333,557.4200000000001,624.8274042885912
305,305.0,372.44,516.46,444.0142857142857,623.0,564.1,624.8166683973659
306,306.0,374.98,514.0,458.72,611.495,547.635,624.9737136340074
307,307.0,384.99,504.8546153846154,448.32,619.495,545.89,624.9556984770619
308,308.0,373.3233333333333,487.99,460.8733333333333,603.2475,553.19,624.9126912425623
309,309.0,374.99,486.4375,456.17,602.0,556.0,624.8940023090308
310,310.0,374.902,482.9812500000001,467.10857142857145,605.2299999999999,548.4933333333333,624.9342931334872
311,311.0,374.99,482.1948275862068,468.5940000000001,610.5,556.47,626.010083129898
312,312.0,374.72333333333336,462.8933333333334,435.946,605.5,538.99,633.0515290164918
313,313.0,373.5011111111111,462.50285714285707,430.075,607.0,531.5886120182985,636.0187687125771
314,314.0,367.49,468.93666666666667,428.5371428571429,605.363303408987,519.49,635.8910313133227
315,315.0,374.99,466.3990909090909,430.2833333333333,605.6777663620427,519.49,635.8778276794283
316,316.0,367.49,463.99,431.22,604.99,539.99,633.0568255917289
317,317.0,374.945,462.7,423.975,604.8233582999972,542.95,636.048655119907
318,318.0,374.9,460.702,418.9875,602.99,528.5359606757416,636.0228419128815
319,319.0,374.99,459.99,418.5212735139693,604.99,527.1529172196254,631.9909207071642
320,320.0,374.9,459.4425,416.4075,604.2983196982229,521.47,635.9248202491749
321,321.0,374.548,452.321,409.8183333333333,602.99,521.47,633.0167106369978
322,322.0,373.2846666666667,454.9054545454546,402.5,600.99,528.9275,633.0476794422698
323,323.0,371.1822222222223,458.32666666666665,399.20582777899625,593.0,512.66,635.9182048981812
324,324.0,368.7766666666667,459.915,399.95,598.0,529.5,633.0417456530705
325,325.0,368.465,457.69,395.79,596.0,537.3066666666667,637.1423562331108
326,326.0,369.99,451.8625,390.99285714285713,588.8866666666667,535.99,637.1537981582536
